ts,pid,comm,file,size,entropy,is_enc
1769816821.851796,10196,apt-get,#4672,4096,4.7064,0
1769816821.8526418,10196,apt-get,#4672,4096,4.6333,0
1769816821.8535423,10196,apt-get,#4672,4096,4.6447,0
1769816821.8543968,10196,apt-get,#4672,4096,4.7227,0
1769816821.8552647,10196,apt-get,#4672,4096,4.7629,0
1769816821.8561094,10196,apt-get,#4672,4096,4.8655,0
1769816821.8569658,10196,apt-get,#4672,4096,4.7109,0
1769816821.8578098,10196,apt-get,#4672,4096,4.7501,0
1769816821.8586085,10196,apt-get,#4672,4096,4.7643,0
1769816821.8593988,10196,apt-get,#4672,4096,4.7808,0
1769816821.8602304,10196,apt-get,#4672,4096,4.6526,0
1769816821.861127,10196,apt-get,#4672,4096,4.7349,0
1769816821.8619924,10196,apt-get,#4672,4096,4.7142,0
1769816821.8628373,10196,apt-get,#4672,4096,4.6721,0
1769816821.8636367,10196,apt-get,#4672,4096,4.6622,0
1769816821.8645217,10196,apt-get,#4672,4096,4.6781,0
1769816821.8653827,10196,apt-get,#4672,4096,4.7288,0
1769816821.8662968,10196,apt-get,#4672,4096,4.7702,0
1769816821.8671916,10196,apt-get,#4672,4096,4.8179,0
1769816821.8680422,10196,apt-get,#4672,4096,4.8027,0
1769816821.8688974,10196,apt-get,#4672,4096,4.7763,0
1769816821.869859,10196,apt-get,#4672,4096,4.7661,0
1769816821.8709018,10196,apt-get,#4672,4096,4.8134,0
1769816821.8717086,10196,apt-get,#4672,4096,4.6740,0
1769816821.872534,10196,apt-get,#4672,4096,4.7006,0
1769816821.8735187,10196,apt-get,#4672,4096,4.6505,0
1769816821.8745368,10196,apt-get,#4672,4096,4.6719,0
1769816821.87544,10196,apt-get,#4672,4096,4.6639,0
1769816821.876311,10196,apt-get,#4672,4096,4.7794,0
1769816821.8771303,10196,apt-get,#4672,4096,4.7340,0
1769816821.878095,10196,apt-get,#4672,4096,4.8507,0
1769816821.879039,10196,apt-get,#4672,4096,4.7121,0
1769816821.8801627,10196,apt-get,#4672,4096,4.7330,0
1769816821.880936,10196,apt-get,#4672,4096,4.7390,0
1769816821.8818212,10196,apt-get,#4672,4096,4.7425,0
1769816821.8825746,10196,apt-get,#4672,2978,4.7881,0
1769816821.8834841,10196,apt-get,#4672,4096,4.7970,0
1769816821.8843172,10196,apt-get,#4672,4096,4.7747,0
1769816821.88517,10196,apt-get,#4672,4096,4.6743,0
1769816821.8860993,10196,apt-get,#4672,4096,4.6390,0
1769816821.8869994,10196,apt-get,#4672,4096,4.6665,0
1769816821.8878958,10196,apt-get,#4672,4096,4.8208,0
1769816821.8886771,10196,apt-get,#4672,4096,4.8444,0
1769816821.8895204,10196,apt-get,#4672,4096,4.8076,0
1769816821.8904133,10196,apt-get,#4672,4096,4.7667,0
1769816821.8913193,10196,apt-get,#4672,4096,4.8004,0
1769816821.8921576,10196,apt-get,#4672,4096,4.6944,0
1769816821.8929415,10196,apt-get,#4672,4096,4.6038,0
1769816821.8937955,10196,apt-get,#4672,4096,4.6411,0
1769816821.8947234,10196,apt-get,#4672,4096,4.7542,0
1769816821.8956022,10196,apt-get,#4672,4096,4.7731,0
1769816821.8964055,10196,apt-get,#4672,4096,4.8473,0
1769816821.8972278,10196,apt-get,#4672,4096,4.7227,0
1769816821.8981273,10196,apt-get,#4672,4096,4.7289,0
1769816821.8990376,10196,apt-get,#4672,4096,4.7875,0
1769816821.899907,10196,apt-get,#4672,4096,4.6924,0
1769816821.9008498,10196,apt-get,#4672,4096,4.7702,0
1769816821.901735,10196,apt-get,#4672,4096,4.6946,0
1769816821.9027162,10196,apt-get,#4672,4096,4.6758,0
1769816821.9036074,10196,apt-get,#4672,4096,4.6800,0
1769816821.904401,10196,apt-get,#4672,4096,4.7856,0
